YEAR,PLAYER,POS,LANE AGILITY TIME (SECONDS),SHUTTLE RUN (SECONDS),THREE QUARTER SPRINT (SECONDS),STANDING VERTICAL LEAP (INCHES),MAX VERTICAL LEAP (INCHES)
2024,AJ Johnson,SG,10.76,2.87,3.15,29.0,38.0
2024,Adem Bona,C,11.01,3.01,3.15,35.0,40.0
2024,Ajay Mitchell,PG,11.12,2.95,3.11,28.0,33.5
2024,Alex Karaban,PF,11.23,-,3.20,22.5,32.0
2024,Alexandre Sarr,C,11.43,3.23,3.27,30.5,37.0
2024,Antonio Reeves,SG,11.44,3.16,3.14,29.0,36.0
2024,Ariel Hukporti,C,-,-,-,-,-
2024,Baylor Scheierman,SF,10.89,2.94,3.09,27.5,32.0
2024,Bobi Klintman,PF,11.49,3.21,3.23,26.5,32.5
2024,Boogie Ellis,PG-SG,11.98,3.33,3.19,31.5,39.5
2024,Bronny James,SG,10.96,3.02,3.09,32.0,40.5
2024,Cam Christie,SG,11.07,2.95,3.07,32.5,35.5
2024,Cam Spencer,SG,11.07,3.00,3.35,23.0,30.5
2024,Carlton Carrington,PG,11.28,2.99,3.16,28.5,36.5
2024,Cody Williams,SF,11.17,2.93,3.06,31.0,35.5
2024,Coleman Hawkins,PF,12.05,3.21,3.30,24.0,29.5
2024,DaRon Holmes II,C,11.20,3.03,3.25,27.5,34.0
2024,Dalton Knecht,SF,10.56,2.79,3.07,31.0,39.0
2024,David Jones,SF,11.08,3.30,3.20,28.0,34.5
2024,Devin Carter,SG,10.63,2.90,2.87,35.0,42.0
2024,Dillon Jones,SF,11.08,2.82,3.25,26.5,33.5
2024,Donovan Clingan,C,12.06,3.38,3.46,25.5,29.0
2024,Enrique Freeman,PF,10.99,3.04,3.26,30.5,35.0
2024,Harrison Ingram,SF,11.36,2.94,3.17,29.0,35.0
2024,Hunter Sallis,SG,10.82,3.16,3.11,29.5,36.0
2024,Isaac Jones,C,11.49,3.00,3.38,29.0,35.0
2024,Isaiah Collier,PG,10.77,2.90,3.04,30.0,34.0
2024,Izan Almansa,C,10.94,2.96,3.11,28.0,35.0
2024,JT Toppin,PF,11.12,3.01,3.27,28.5,34.0
2024,Ja'Kobe Walter,SG,11.00,2.92,3.04,30.5,38.5
2024,Jalen Bridges,SF,11.14,3.00,3.16,25.0,32.0
2024,Jamal Shead,PG,10.87,2.87,2.94,30.0,37.5
2024,Jamir Watkins,SF,10.64,3.16,3.01,30.5,35.5
2024,Jared McCain,SG,10.87,3.07,3.23,25.5,33.0
2024,Jaxson Robinson,SG,11.39,3.06,3.17,29.5,34.0
2024,Jaylen Wells,SF,11.28,3.03,3.08,27.5,36.0
2024,Jaylon Tyson,SF,11.13,3.06,3.12,29.5,36.5
2024,Jesse Edwards,C,11.24,3.23,3.33,30.5,35.5
2024,Johnny Furphy,SF,11.15,3.17,3.20,25.5,32.0
2024,Jonathan Mogbo,PF,11.14,3.07,3.02,31.5,37.5
2024,Juan Nunez,PG,11.47,3.10,3.41,22.0,29.0
2024,Justin Edwards,SF,12.07,3.22,3.18,28.0,32.5
2024,KJ Simpson,PG,10.49,2.98,3.24,32.5,40.5
2024,Kel'el Ware,C,10.97,2.91,3.29,32.5,36.0
2024,Keshad Johnson,PF,11.38,3.02,3.03,31.5,42.0
2024,Kevin McCullar Jr.,SF,-,-,-,-,-
2024,Kyle Filipowski,PF,11.43,2.93,3.19,27.0,32.5
2024,Kyshawn George,SF,11.90,2.91,3.32,27.0,32.0
2024,Mark Sears,PG,11.96,3.26,3.33,32.0,39.0
2024,Matas Buzelis,SF,10.73,2.90,3.09,31.0,38.0
2024,Melvin Ajinca,SF,11.78,3.00,3.38,26.5,31.0
2024,Michael Ajayi,SF,11.77,3.17,3.21,27.0,34.5
2024,N'Faly Dante,C,11.55,3.04,3.23,27.0,33.0
2024,Nae'Qwan Tomlin,PF,11.63,3.54,3.43,27.5,32.5
2024,Nikola Djurisic,SF,10.63,2.92,3.12,27.5,34.5
2024,Nikola Topic,PG,-,-,-,-,-
2024,Nique Clifford,SF,10.95,3.10,3.08,30.0,37.0
2024,Oso Ighodaro,C,11.25,3.12,3.09,35.0,39.5
2024,PJ Hall,C,11.76,3.01,3.35,32.5,39.5
2024,Pacome Dadiet,SF,11.84,2.94,3.21,29.0,36.0
2024,Payton Sandfort,SF,11.57,2.84,3.43,22.0,28.0
2024,Pelle Larsson,SG,11.15,2.91,3.06,30.5,38.0
2024,Quinten Post,C,11.48,3.03,3.40,24.0,27.0
2024,Reece Beekman,PG,10.86,3.08,2.94,30.0,36.5
2024,Reed Sheppard,PG,10.96,3.03,3.08,32.5,42.0
2024,Robert Dillingham,PG,-,-,-,-,-
2024,Ron Holland II,SF,11.10,2.91,3.10,30.0,38.0
2024,Ryan Dunn,PF,10.99,2.88,3.12,32.0,38.5
2024,Stephon Castle,SG,10.93,2.91,3.19,28.5,37.0
2024,Terrence Shannon Jr.,SF,-,-,-,-,-
2024,Tidjane Salaun,PF,11.45,3.05,3.37,27.5,32.0
2024,Trentyn Flowers,SF,11.01,3.00,3.13,34.5,42.0
2024,Trevon Brazile,PF,11.15,3.01,3.09,33.0,41.0
2024,Trey Alexander,SG,11.37,2.92,3.21,26.5,32.0
2024,Tristan Da Silva,PF,10.81,2.82,3.09,28.5,35.5
2024,Tristen Newton,PG,10.96,2.84,3.24,25.0,32.5
2024,Tyler Kolek,PG,10.97,3.08,3.27,27.0,34.0
2024,Tyler Smith,PF,10.74,2.99,3.28,32.0,38.0
2024,Tyon Grant-Foster,SF,-,-,-,-,-
2024,Ulrich Chomche,C,11.74,2.84,3.10,29.0,35.5
2024,Yves Missi,C,11.45,3.12,3.12,31.0,38.5
2024,Zaccharie Risacher,SF,11.51,2.97,3.38,25.0,31.0
2024,Zach Edey,C,11.19,3.01,3.42,26.0,31.5
2023,Adam Flagler,PG,10.96,-,3.24,31.0,36.0
2023,Adama Sanogo,C,11.50,-,3.31,28.5,31.0
2023,Adem Bona,C,-,-,-,-,-
2023,Amari Bailey,SG,11.34,-,3.19,28.5,35.0
2023,Amen Thompson,SG,-,-,-,-,-
2023,Andre Jackson Jr.,SF,10.83,-,3.14,30.5,39.5
2023,Anthony Black,PG,11.04,-,3.35,32.0,39.0
2023,Arthur Kaluma,PF,11.35,3.26,3.44,32.5,34.5
2023,Ausar Thompson,SG,-,-,-,-,-
2023,Azuolas Tubelis,PF,11.17,-,3.50,23.5,30.5
2023,Ben Sheppard,SG,10.88,2.98,3.17,29.5,35.5
2023,Bilal Coulibaly,SG-SF,-,-,-,-,-
2023,Bobi Klintman,PF,-,-,-,-,-
2023,Brandin Podziemski,SG,11.16,3.20,3.21,31.5,39.0
2023,Brandon Miller,SF,-,-,-,-,-
2023,Brice Sensabaugh,SF,-,-,-,-,-
2023,Cam Whitmore,SF,10.82,3.33,3.20,31.5,40.5
2023,Cason Wallace,PG,10.82,-,3.34,28.0,36.0
2023,Chris Livingston,SF,11.65,-,3.27,30.5,37.0
2023,Colby Jones,SG,11.14,3.13,3.33,30.5,35.0
2023,Coleman Hawkins,PF,12.14,-,3.37,26.5,32.5
2023,DaRon Holmes II,C,11.48,-,3.20,29.5,35.0
2023,Dariq Whitehead,SG,-,-,-,-,-
2023,Dereck Lively Jr.,C,-,-,-,-,-
2023,Dillon Mitchell,PF,10.92,-,3.32,29.0,37.0
2023,Drew Timme,C,10.93,-,3.34,26.0,30.5
2023,Emoni Bates,SF,11.54,-,3.49,27.0,32.5
2023,GG Jackson,PF,11.39,-,3.21,31.0,37.0
2023,Gradey Dick,SG,11.13,2.98,3.50,29.0,34.0
2023,Grant Nelson,PF,9.99,-,3.21,32.0,35.5
2023,Isaiah Wong,SG,10.93,-,3.22,32.5,37.0
2023,Jaime Jaquez Jr.,SF,11.21,-,3.33,34.5,39.0
2023,Jalen Hood-Schifino,PG,-,-,-,-,-
2023,Jalen Pickett,PG,11.91,3.41,3.35,28.5,33.0
2023,Jalen Slawson,PF,11.26,-,3.29,29.0,33.0
2023,Jalen Wilson,SF,11.26,3.15,3.20,31.5,35.0
2023,James Nnaji,C,-,-,-,-,-
2023,Jarace Walker,PF,10.89,-,3.20,34.5,38.0
2023,Jaylen Clark,SG,-,-,-,-,-
2023,Jett Howard,SF,-,-,-,-,-
2023,Jordan Hawkins,SG,-,-,-,-,-
2023,Jordan Miller,SF,11.43,3.21,3.17,32.0,36.5
2023,Jordan Walsh,SF,10.83,-,3.30,33.0,36.0
2023,Judah Mintz,PG,10.32,3.13,3.24,28.5,37.0
2023,Julian Phillips,SF,11.09,-,3.32,36.0,43.0
2023,Julian Strawther,SF,10.94,3.46,3.31,27.5,34.5
2023,Kevin McCullar,SF,-,-,-,-,-
2023,Keyontae Johnson,SF,-,-,-,-,-
2023,Keyonte George,SG,-,-,-,-,-
2023,Kobe Brown,PF,11.39,3.23,3.33,28.5,32.0
2023,Kobe Bufkin,SG,11.71,-,3.26,29.0,36.0
2023,Kris Murray,PF,11.11,-,3.30,29.5,35.0
2023,Leonard Miller,PF,11.00,-,3.33,32.0,37.5
2023,Marcus Sasser,PG,10.68,-,3.43,27.0,35.0
2023,Maxwell Lewis,SG,11.40,-,3.43,32.5,36.5
2023,Mike Miles Jr.,PG,11.01,3.24,3.11,33.0,37.0
2023,Mojave King,SG,11.07,-,3.18,33.5,42.0
2023,Mouhamed Gueye,C,-,-,-,-,-
2023,Nae'Qwan Tomlin,PF,-,-,-,-,-
2023,Nick Smith Jr.,SG,-,-,-,-,-
2023,Nikola Djurisic,SF,-,-,-,-,-
2023,Noah Clowney,PF,-,-,-,-,-
2023,Olivier-Maxence Prosper,PF,10.59,3.00,3.21,35.0,40.5
2023,Omari Moore,SG,10.80,-,3.22,29.0,35.5
2023,Oscar Tshiebwe,C,12.26,-,3.32,29.5,32.5
2023,Rayan Rupert,SF,11.18,-,3.43,27.5,32.5
2023,Reece Beekman,PG,10.99,3.33,3.14,30.5,38.0
2023,Ricky Council IV,SF,11.20,3.21,3.33,30.5,37.0
2023,Ryan Kalkbrenner,C,12.27,-,3.39,28.0,30.5
2023,Scoot Henderson,PG,-,-,-,-,-
2023,Seth Lundy,SF,11.02,-,3.15,31.5,35.5
2023,Sidy Cissoko,SF,11.24,-,3.31,30.5,35.5
2023,Taylor Hendricks,PF,11.27,-,3.32,32.5,36.0
2023,Terquavion Smith,SG,10.86,-,3.21,30.0,37.0
2023,Terrence Shannon Jr.,SF,10.36,-,3.06,32.0,37.5
2023,Toumani Camara,PF,10.70,3.19,3.41,28.5,33.0
2023,Trayce Jackson-Davis,C,11.80,3.23,3.20,33.0,36.5
2023,Trey Alexander,SG,11.60,-,3.35,29.5,34.0
2023,Tristan Vukcevic,C,11.71,3.16,3.43,26.0,30.5
2023,Victor Wembanyama,C,-,-,-,-,-
2023,Zach Edey,C,11.37,-,3.45,26.0,29.5
2022,AJ Griffin,SF,-,-,-,-,-
2022,Alondes Williams,SG,10.96,3.11,3.15,30.0,35.5
2022,Aminu Mohammed,SG-SF,11.54,3.04,3.33,29.5,36.0
2022,Andrew Nembhard,PG,10.46,3.02,3.26,26.5,35.0
2022,Bennedict Mathurin,SG,-,-,-,-,-
2022,Blake Wesley,SG,11.55,3.25,3.21,30.0,36.0
2022,Bryce McGowens,SG,11.12,3.16,3.27,29.5,34.0
2022,Bryson Williams,PF-C,-,-,-,-,-
2022,Chet Holmgren,PF,-,-,-,-,-
2022,Christian Braun,SG,11.00,3.13,3.16,33.5,40.0
2022,Christian Koloko,C,11.30,3.19,3.27,28.0,33.5
2022,Collin Gillespie,PG,10.95,3.01,3.21,26.5,33.0
2022,Dalen Terry,SG,-,-,-,-,-
2022,Darius Days,SF-PF,-,-,-,-,-
2022,David Roddy,PF,10.75,3.10,3.22,27.0,35.5
2022,Dereon Seabron,SG,11.03,3.04,3.12,30.5,38.0
2022,Dominick Barlow,PF,11.29,3.19,3.33,28.5,34.0
2022,Drew Timme,C,11.71,3.31,3.38,25.5,31.5
2022,Dyson Daniels,SG,10.81,2.81,3.22,29.0,34.0
2022,E.J. Liddell,PF,11.11,3.23,3.26,35.5,38.0
2022,Fanbo Zeng,SF-PF,-,-,-,-,-
2022,Gabriele Procida,SG-SF,11.02,3.14,3.07,29.5,35.0
2022,Harrison Ingram,SF,11.83,3.26,3.31,29.5,35.0
2022,Hugo Besson,SG,11.36,3.25,3.40,24.5,31.5
2022,Ismael Kamagate,PF,-,-,-,-,-
2022,Iverson Molinar,PG,11.23,3.10,3.19,31.0,38.0
2022,JD Davison,PG,11.38,3.23,3.26,30.0,37.0
2022,Jabari Smith,PF,-,-,-,-,-
2022,Jabari Walker,PF,11.53,3.12,3.24,29.5,32.5
2022,Jaden Hardy,SG,-,-,-,-,-
2022,Jaden Ivey,PG,-,-,-,-,-
2022,Jake LaRavia,PF,10.58,2.89,3.37,27.5,34.0
2022,Jalen Duren,C,-,-,-,-,-
2022,Jalen Williams,SG,11.13,3.17,3.11,33.5,39.0
2022,Jalen Wilson,SF-PF,-,-,-,-,-
2022,Jared Rhoden,SG-SF,-,-,-,-,-
2022,Jaylin Williams,C,11.64,3.10,3.50,24.5,30.0
2022,Jean Montero,PG,11.19,3.17,3.17,29.5,37.0
2022,Jeremy Sochan,PF,-,-,-,-,-
2022,John Butler Jr.,PF,11.16,3.04,3.33,26.5,28.5
2022,Johnny Davis,PG,-,-,-,-,-
2022,Johnny Juzang,SG,11.03,3.17,3.29,27.5,32.5
2022,Josh Minnott,PF,-,-,-,-,-
2022,Julian Champagnie,SF,11.39,3.04,3.14,28.5,34.5
2022,Julian Strawther,SF,10.30,3.37,3.26,28.5,35.0
2022,Justin Lewis,PF,11.49,3.02,3.23,32.5,35.0
2022,Keegan Murray,PF,-,-,-,-,-
2022,Kendall Brown,SF,11.57,3.05,3.29,31.5,41.0
2022,Kennedy Chandler,PG,10.73,2.89,-,31.0,41.5
2022,Kenneth Lofton Jr.,PF-C,-,-,-,-,-
2022,Keon Ellis,SG,10.87,3.02,3.18,28.0,35.5
2022,Khalifa Diop,C,-,-,-,-,-
2022,Kofi Cockburn,C,12.11,3.31,3.33,29.5,32.5
2022,Leonard Miller,SF,11.11,3.02,3.36,30.0,36.5
2022,Malaki Branham,SG,11.38,3.09,3.17,29.0,35.0
2022,MarJon Beauchamp,SG,-,-,-,-,-
2022,Marcus Sasser,PG,-,-,-,-,-
2022,Mark Williams,C,-,-,-,-,-
2022,Matteo Spagnolo,PG,11.42,3.16,3.40,25.5,31.5
2022,Matthew Mayer,SF,10.74,-,3.39,25.5,31.5
2022,Max Christie,SG,10.82,3.02,3.07,32.0,37.5
2022,Michael Foster Jr.,C,11.49,3.10,3.22,28.0,32.5
2022,Moussa Diabate,C,11.16,2.90,3.26,29.0,36.5
2022,Nikola Jovic,SF,-,-,-,-,-
2022,Ochai Agbaji,SG,10.77,3.11,3.13,32.0,39.0
2022,Orlando Robinson,C,11.40,3.23,3.55,23.0,27.5
2022,Ousmane Dieng,SF,-,-,-,-,-
2022,Paolo Banchero,PF,-,-,-,-,-
2022,Patrick Baldwin Jr.,SF,12.25,3.30,3.45,23.5,26.5
2022,Peyton Watson,SF,11.03,3.24,3.28,28.0,33.5
2022,Ron Harper Jr.,SF,11.41,3.24,3.40,26.0,30.5
2022,Ryan Rollins,SG,11.26,3.28,3.07,30.5,36.5
2022,Scotty Pippen Jr.,PG,11.07,3.10,3.21,30.5,37.5
2022,Shaedon Sharpe,SG,-,-,-,-,-
2022,Tari Eason,PF,-,-,-,-,-
2022,Terquavion Smith,SG,10.63,3.03,3.14,30.5,38.5
2022,Trayce Jackson-Davis,C,-,-,-,-,-
2022,Trevion Williams,C,12.75,3.46,3.48,27.5,30.0
2022,Trevor Keels,SG,11.33,3.32,3.27,24.5,31.0
2022,TyTy Washington Jr.,SG,-,-,-,-,-
2022,Tyrese Martin,SG-SF,-,-,-,-,-
2022,Walker Kessler,C,-,-,-,-,-
2022,Wendell Moore,SG,10.94,3.21,3.30,32.5,38.5
2021,AJ Lawson,SG-SF,11.00,3.01,2.98,33.0,41.0
2021,Aaron Henry,SF,11.68,3.18,3.07,29.0,35.0
2021,Aaron Wiggins,SG-SF,11.20,3.00,3.04,29.5,36.0
2021,Ariel Hukporti,C,12.20,3.53,3.12,24.5,31.0
2021,Austin Reaves,SG,10.94,3.19,3.07,25.0,35.0
2021,Ayo Dosunmu,SG,11.51,3.27,3.23,27.0,33.5
2021,Brandon Boston Jr.,SF,-,-,-,-,-
2021,Cade Cunningham,PG,-,-,-,-,-
2021,Cam Thomas,SG,-,-,-,-,-
2021,Carlik Jones,PG,10.96,3.23,3.16,31.5,36.0
2021,Charles Bassey,C,12.19,3.33,3.13,33.0,36.0
2021,Corey Kispert,SF,10.91,2.99,3.12,30.0,37.5
2021,DJ Steward,PG,11.14,3.10,3.08,34.5,38.5
2021,Daishen Nix,PG,11.72,3.18,3.00,29.5,36.5
2021,David Duke Jr.,SG,11.21,3.19,3.08,30.0,39.0
2021,David Johnson,SG,12.02,3.20,3.03,33.0,39.0
2021,Davion Mitchell,PG,-,-,-,-,-
2021,Day'Ron Sharpe,C,-,-,-,-,-
2021,Duane Washington Jr.,SG,11.50,3.06,3.17,29.5,35.5
2021,Evan Mobley,PF,-,-,-,-,-
2021,Greg Brown III,PF,10.98,2.98,3.19,33.5,39.0
2021,Herbert Jones,SF,11.02,3.17,3.25,28.5,36.5
2021,Isaiah Jackson,C,-,-,-,-,-
2021,Isaiah Livers,SF,-,-,-,-,-
2021,Isaiah Mobley,PF,12.70,3.50,3.30,26.5,32.0
2021,Isaiah Todd,PF,11.38,3.25,3.31,28.5,35.5
2021,JT Thor,PF,12.19,3.08,3.06,31.5,35.0
2021,Jaden Springer,SG,11.46,3.10,3.13,34.5,41.5
2021,Jalen Green,SG,-,-,-,-,-
2021,Jalen Johnson,PF,-,-,-,-,-
2021,James Bouknight,SG,-,-,-,-,-
2021,Jared Butler,PG,-,-,-,-,-
2021,Jason Preston,PG,10.82,3.08,3.13,30.5,38.5
2021,Jeremiah Robinson-Earl,PF,11.64,3.15,3.29,27.0,32.0
2021,Jericho Sims,C,11.59,3.38,3.05,37.0,44.5
2021,Joe Wieskamp,SF,10.70,3.18,3.04,30.0,42.0
2021,John Petty Jr.,SG,11.51,3.17,3.35,27.5,34.0
2021,Johnny Juzang,SG,11.13,3.08,3.13,31.0,36.5
2021,Jonathan Kuminga,SF,-,-,-,-,-
2021,Josh Christopher,SG,11.32,3.30,3.14,29.5,37.5
2021,Joshua Primo,SG,10.97,3.36,3.22,30.5,37.5
2021,Julian Champagnie,SF,12.38,3.20,3.20,26.0,32.0
2021,Justin Champagnie,PF,11.94,3.14,3.34,27.0,35.0
2021,Kai Jones,PF,-,-,-,-,-
2021,Keon Johnson,SG,11.45,3.20,3.00,41.5,48.0
2021,Kessler Edwards,PF,11.30,3.38,3.25,28.0,37.0
2021,Luka Garza,C,11.90,3.38,3.51,24.0,29.5
2021,Makur Maker,C,11.87,3.28,3.34,25.5,31.0
2021,Marcus Bagley,SF,12.26,3.10,3.17,32.5,38.5
2021,Marcus Zegarowski,PG,11.47,3.26,3.11,30.0,35.5
2021,Matt Hurt,PF,11.44,3.25,3.34,25.5,32.5
2021,Matthew Mayer,PF,-,-,-,-,-
2021,Max Abmas,PG,10.90,3.49,3.12,28.5,32.5
2021,McKinley Wright IV,PG,10.76,3.12,3.08,31.5,38.0
2021,Miles McBride,PG,11.08,3.13,3.10,31.0,38.5
2021,Moses Moody,SG,-,-,-,-,-
2021,Moses Wright,PF,11.20,3.42,3.15,31.5,38.0
2021,Nah'Shon Hyland,SG,10.53,3.17,3.10,26.5,34.0
2021,Neemias Queta,C,11.85,3.50,3.29,27.0,33.0
2021,Ochai Agbaji,SG,10.88,3.10,3.13,32.0,41.5
2021,Quentin Grimes,SG,11.09,3.33,3.07,30.5,38.5
2021,RaiQuan Gray,PF,11.69,3.30,3.25,26.5,31.5
2021,Roko Prkacin,PF,-,-,-,-,-
2021,Sam Hauser,SF,11.14,3.07,3.34,28.5,34.5
2021,Sandro Mamukelashvili,C,11.63,3.30,3.21,30.5,36.5
2021,Scottie Barnes,SF,10.88,2.99,3.15,36.0,39.5
2021,Scottie Lewis,SF,10.45,3.03,2.98,34.0,42.0
2021,Sharife Cooper,PG,-,-,-,-,-
2021,Terrence Shannon Jr.,SF,11.51,3.12,3.21,32.5,39.5
2021,Tre Mann,PG,-,-,-,-,-
2021,Trendon Watford,PF,11.69,3.23,3.27,28.0,35.0
2021,Trey Murphy III,SF,11.65,3.32,3.14,34.0,38.0
2021,Yves Pons,PF,10.89,3.05,3.10,36.0,42.5
2021,Ziaire Williams,SF,10.69,3.04,3.12,34.0,39.5
2020,Ashton Hagans,PG,10.82,2.50,3.13,29.5,36.5
2020,CJ Elleby,SG-SF,11.25,2.63,3.25,30.5,36.5
2020,Cassius Stanley,SG,11.40,2.43,3.09,34.5,44.0
2020,Cassius Winston,PG,11.15,2.74,3.61,24.0,28.0
2020,Devon Dotson,PG,10.44,2.22,3.02,31.5,40.5
2020,Elijah Hughes,SF-SG,-,-,-,-,-
2020,Grant Riller,PG-SG,11.17,2.45,3.07,32.5,39.5
2020,Immanuel Quickley,SG,11.21,2.46,3.17,29.5,35.5
2020,Isaiah Joe,SG,-,-,-,-,-
2020,Isaiah Stewart,C,-,-,-,-,-
2020,Jahmi'us Ramsey,SG,-,-,-,-,-
2020,Jalen Harris,SG,10.59,2.49,3.11,37.5,42.5
2020,Jalen Smith,PF-C,-,-,-,-,-
2020,Jayden Scrubb,SG-SF,-,-,-,-,-
2020,Jordan Nwora,SF-PF,11.29,2.66,3.43,29.0,35.0
2020,Josh Green,SG-SF,10.64,2.28,3.12,30.5,39.5
2020,Joshua Hall,SF,12.16,2.62,3.38,31.5,37.5
2020,Kahlil Whitney,SF,11.17,2.61,3.28,29.0,39.0
2020,Kaleb Wesson,C,11.73,2.64,3.60,21.5,27.0
2020,Karim Mane,PG-SG,11.52,2.64,3.04,31.0,36.0
2020,Kenyon Martin Jr.,SF-PF,11.93,2.58,3.16,31.5,38.5
2020,Killian Tillie,PF,11.60,2.62,3.40,27.5,32.0
2020,Lamar Stevens,SF-PF,10.35,2.54,3.20,35.0,41.0
2020,Mamadi Diakite,PF,11.95,2.71,3.16,28.0,37.0
2020,Markus Howard,PG,11.21,3.17,3.11,30.5,35.5
2020,Mason Jones,SG,10.60,2.49,3.33,24.0,31.0
2020,Myles Powell,PG-SG,-,-,-,-,-
2020,Naji Marshall,SF,11.77,2.90,3.37,28.5,35.0
2020,Nathan Knight,PF-C,11.56,2.96,3.31,23.0,31.5
2020,Nick Richards,C,11.42,2.92,3.25,30.0,34.0
2020,Paul Eboua,SF-PF,10.79,2.44,3.19,33.0,35.5
2020,Paul Reed Jr.,PF,12.29,2.67,3.45,26.5,37.5
2020,Precious Achiuwa,PF,-,-,-,-,-
2020,Reggie Perry,PF-C,11.26,2.57,3.25,30.0,33.5
2020,Robert Woodard II,SF,11.10,2.49,3.18,32.0,38.0
2020,Skylar Mays,SG,10.65,2.40,3.30,29.0,37.5
2020,Theo Maledon,PG,-,-,-,-,-
2020,Trent Forrest,PG,11.04,2.50,3.18,28.0,34.5
2020,Ty-Shon Alexander,SG,11.33,2.47,3.26,28.0,33.0
2020,Tyler Bey,PF,11.35,2.75,3.17,37.0,43.5
2020,Tyrell Terry,PG,10.78,2.59,3.28,30.0,34.0
2020,Udoka Azubuike,C,11.82,3.61,3.23,37.0,41.0
2020,Xavier Tillman Sr.,PF-C,11.80,3.01,3.49,26.0,32.5
2020,Yoeli Childs,PF,10.87,2.42,3.22,34.0,38.5
2020,Zeke Nnaji,PF-C,10.94,2.72,3.20,33.0,38.0
2019,Admiral Schofield,SF,10.77,2.87,3.37,30.0,34.0
2019,Bol Bol,C,-,-,-,-,-
2019,Brandon Clarke,SF,10.61,3.05,3.15,34.0,40.5
2019,Brian Bowen II,SF,10.98,3.21,3.26,32.0,35.5
2019,Bruno Fernando,C,11.29,3.05,3.21,29.5,33.5
2019,Cameron Johnson,SG,10.52,3.28,3.26,30.5,36.5
2019,Cameron Reddish,SF,-,-,-,-,-
2019,Carsen Edwards,PG,10.53,2.82,3.22,28.5,34.0
2019,Charles Bassey,C,12.65,3.27,3.53,29.0,33.0
2019,Charles Matthews,SG,11.26,3.24,3.38,29.5,37.5
2019,Chuma Okeke,,-,-,-,-,-
2019,Coby White,PG,-,-,-,-,-
2019,Cody Martin,PG-SG,10.44,2.99,3.32,28.0,35.5
2019,DaQuan Jeffries,SF-PF,-,-,-,-,-
2019,Daniel Gafford,PF,11.61,3.19,3.25,32.5,36.5
2019,Darius Bazley,PF,11.09,2.95,3.27,30.5,37.0
2019,Darius Garland,PG,-,-,-,-,-
2019,De'Andre Hunter,,-,-,-,-,-
2019,Dedric Lawson,PF,11.80,3.54,3.60,23.5,26.0
2019,Devon Dotson,PG,10.63,2.80,3.04,30.0,38.5
2019,Dewan Hernandez,C,11.46,3.25,3.28,30.5,35.5
2019,Dylan Windler,SF,10.70,2.94,3.30,29.0,37.5
2019,Eric Paschall,SF,11.63,3.26,3.30,33.0,38.0
2019,Grant Williams,PF,10.83,3.27,3.33,26.0,31.5
2019,Ignas Brazdeikis,SF,11.06,3.17,3.36,31.0,36.5
2019,Isaiah Roby,PF,10.63,3.05,3.25,32.5,35.5
2019,Ja Morant,PG,-,-,-,-,-
2019,Jalen Hoard,PF,11.44,3.32,3.34,27.5,35.5
2019,Jalen Lecque,PG,11.09,3.30,3.29,35.0,43.0
2019,Jalen McDaniels,SF,11.54,3.23,3.32,29.5,33.5
2019,Jared Harper,PG,10.77,3.02,3.04,33.5,40.5
2019,Jarrett Culver,SG,-,-,-,-,-
2019,Jaxson Hayes,PF,11.74,3.23,3.37,27.0,34.5
2019,Jaylen Hands,PG,10.73,3.03,3.12,33.0,41.5
2019,Jaylen Nowell,SG,10.76,3.13,3.23,32.0,38.5
2019,Jontay Porter,PF,-,-,-,-,-
2019,Jordan Bone,SG,9.97,2.78,3.08,36.0,42.5
2019,Jordan Nwora,PF,-,-,-,-,-
2019,Jordan Poole,SG,10.59,3.14,3.27,28.0,35.5
2019,KZ Okpala,SF,10.88,3.13,3.38,30.5,37.0
2019,Keldon Johnson,SG,-,-,-,-,-
2019,Kevin Porter Jr.,SG,10.82,3.03,3.14,27.0,34.0
2019,Killian Tillie,,-,-,-,-,-
2019,Kris Wilkes,SF,10.39,3.09,3.34,27.5,35.0
2019,Ky Bowman,PG,11.11,3.11,3.26,27.5,33.0
2019,Kyle Guy,SG,10.48,3.07,3.27,30.5,36.5
2019,Louis King,SF,10.99,3.05,3.28,29.0,33.0
2019,Luguentz Dort,PG,10.79,3.13,3.22,32.5,38.0
2019,Luka Samanic,PF,11.01,3.03,3.27,27.0,38.0
2019,Marial Shayok,SF-PF,11.16,3.04,3.37,29.5,36.5
2019,Mfiondu Kabengele,PF,11.21,3.30,3.25,28.0,35.5
2019,Miye Oni,SG,11.71,3.12,3.17,30.5,38.5
2019,Moses Brown,C,11.95,3.30,3.51,27.0,31.0
2019,Nassir Little,SF,12.15,3.10,3.24,31.0,38.5
2019,Naz Reid,PF,12.03,3.76,3.42,26.0,32.5
2019,Neemias Queta,C,12.04,3.45,3.73,24.0,32.5
2019,Nickeil Alexander-Walker,SG,-,-,-,-,-
2019,Nicolas Claxton,C,11.26,3.47,3.36,31.5,36.5
2019,O'Shae Brissett,SF-PF,11.30,3.18,3.48,34.0,37.5
2019,P.J. Washington,PF,-,-,-,-,-
2019,Quentin Grimes,SG,10.83,3.28,3.20,27.5,36.0
2019,Quinndary Weatherspoon,SG,11.57,3.15,3.16,31.0,38.0
2019,RJ Barrett,SF,-,-,-,-,-
